playerID,name,hits,AVG,SLG,OBA,G,AB,R,H,RBI,2B,3B,HR,SAC,SB,CS,SO,BB,HBP,TB
watkipa01,Pat Watkins,Right,0.2653061224489796,0.3741496598639456,0.3076923076923077,83,147,11,39,15,8,1,2,6,1,3,26,8,1,55
weisswa01,Walt Weiss,Both,0.27953890489913547,0.34293948126801155,0.38875305623471884,96,347,64,97,27,18,2,0,15,7,1,53,59,3,119
widgech01,Chris Widger,Right,0.23261390887290168,0.38848920863309355,0.2825112107623318,125,417,36,97,53,18,1,15,2,6,1,85,29,0,162
wilsocr02,Craig Wilson,Right,0.46808510638297873,0.7659574468085106,0.5,13,47,14,22,10,5,0,3,3,1,0,6,3,0,36
winstda01,Darrin Winston,Right,0,0,0,27,1,0,0,0,0,0,0,0,0,0,1,0,0,0
wittbo01,Bobby Witt,Right,0.18181818181818182,0.2727272727272727,0.25,17,11,0,2,1,1,0,0,1,0,0,5,1,0,3
woodke02,Kerry Wood,Right,0.12962962962962962,0.24074074074074073,0.14545454545454545,24,54,3,7,8,0,0,2,8,0,0,16,1,0,13
yanes01,Esteban Yan,Right,NA,NA,NA,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yoshima01,Masato Yoshii,Right,0.0625,0.08333333333333333,0.11764705882352941,27,48,3,3,3,1,0,0,8,0,0,27,3,0,4
zaungr01,Gregg Zaun,Both,0.18791946308724833,0.29194630872483224,0.2754491017964072,106,298,19,56,29,12,2,5,4,5,2,52,35,1,87
zeileto01,Todd Zeile,Right,0.270979020979021,0.4370629370629371,0.35348837209302325,158,572,85,155,94,32,3,19,8,4,4,90,69,4,250
zuberjo01,Jon Zuber,Left,0.24444444444444444,0.4888888888888889,0.34615384615384615,38,45,6,11,6,3,1,2,0,0,0,9,6,1,22
