playerID,name,throws,ERA,W,L,SV,AVG_against,G,GS,CG,IP,ER,H,SO,BB,HBP,WP,BK,GameG,GameIP,GameER,GameHits,GameSO,GameW,GameL,GameSV,GameBB,ER_should_have,Hits_should_have,SO_should_have,W_should_have,L_should_have,SV_should_have,BB_should_have,ER_deviation,Hits_deviation,SO_deviation,W_deviation,L_deviation,SV_deviation,BB_deviation
hershor01,Orel Hershiser,Right,4.41,11,10,0,0.24813895781637718,34,34,0,202,99,200,126,85,13,12,0,3,17,12,22,5,1,1,0,3,8.33,16.831683168316832,10.603960396039604,0.9705882352941178,0.8823529411764706,0,7.153465346534653,3.67,5.168316831683168,-5.603960396039604,0.02941176470588225,0.11764705882352944,0,-4.153465346534653
keyji01,Jimmy Key,Left,4.2,6,3,0,0.244988864142539,25,11,0,79.1,37,77,53,23,3,1,1,6,20.33,13,30,16,0,1,0,3,9.487333333333332,19.790265486725662,13.621871049304678,1.44,0.72,0,5.911378002528445,3.512666666666668,10.209734513274338,2.378128950695322,-1.44,0.28,0,-2.911378002528445
kileda01,Darryl Kile,Right,5.2,13,17,0,0.2712973714768289,36,35,4,230.1,133,257,158,96,7,12,0,3,7.33,11,17,4,0,1,0,5,4.235111111111111,8.186918730986529,5.033202955236854,1.0833333333333333,1.4166666666666665,0,3.058148631029987,6.764888888888889,8.813081269013471,-1.0332029552368542,-1.0833333333333333,-0.4166666666666665,0,1.941851368970013
klinest02,Steve Kline,Left,2.76,3,6,1,0.22496371552975325,78,0,0,71.2,22,62,76,41,3,5,0,6,6,4,6,2,0,1,0,7,1.8399999999999999,5.224719101123595,6.404494382022472,0.23076923076923078,0.46153846153846156,0.07692307692307693,3.455056179775281,2.16,0.7752808988764048,-4.404494382022472,-0.23076923076923078,0.5384615384615384,-0.07692307692307693,3.544943820224719
langsma01,Mark Langston,Left,5.86,4,6,0,0.3054524693120183,22,16,0,81.1,53,107,56,41,1,3,1,3,6.67,10,14,2,0,0,0,11,4.342911111111111,8.800123304562268,4.605672009864365,0.5454545454545454,0.8181818181818181,0,3.3720098643649816,5.657088888888889,5.199876695437732,-2.6056720098643646,-0.5454545454545454,-0.8181818181818181,0,7.627990135635018
leitema01,Mark Leiter,Right,3.55,7,5,23,0.20205066344993966,69,0,0,88.2,35,67,84,47,8,5,0,6,6.33,10,7,5,0,0,3,8,2.496833333333333,4.808503401360545,6.0285714285714285,0.6086956521739131,0.4347826086956522,2,3.37312925170068,7.503166666666667,2.1914965986394552,-1.0285714285714285,-0.6086956521739131,-0.4347826086956522,1,4.62687074829932
loeweca01,Carlton Loewer,Right,6.09,7,8,0,0.2958125240107568,21,21,1,122.2,83,154,58,39,3,4,0,1,7,4,6,4,0,1,0,5,4.736666666666666,8.821603927986907,3.3224222585924714,0.3333333333333333,0.38095238095238093,0,2.2340425531914896,-0.7366666666666664,-2.8216039279869065,0.6775777414075286,-0.3333333333333333,0.6190476190476191,0,2.7659574468085104
maddugr01,Greg Maddux,Right,2.22,18,9,0,0.21069182389937108,34,34,9,251,62,201,204,45,7,4,0,2,17,7,14,21,1,1,0,2,4.193333333333333,13.613545816733067,13.816733067729084,1.0588235294117647,0.5294117647058824,0,3.047808764940239,2.8066666666666666,0.3864541832669328,7.183266932270916,-0.05882352941176472,0.47058823529411764,0,-1.047808764940239
mantema01,Matt Mantei,Right,2.96,3,4,9,0.18943170488534394,42,0,0,54.2,18,38,63,23,7,0,0,5,7.67,3,6,7,0,0,0,1,2.522577777777778,5.3774907749077485,8.915313653136531,0.3571428571428571,0.47619047619047616,1.0714285714285714,3.2547970479704795,0.4774222222222222,0.6225092250922515,-1.915313653136531,-0.3571428571428571,-0.47619047619047616,-1.0714285714285714,-2.2547970479704795
martipe02,Pedro Martinez,Right,2.89,19,7,0,0.2118071203244705,33,33,3,233.2,75,188,251,67,8,9,0,3,24,8,17,24,0,1,0,2,7.706666666666667,19.348198970840482,25.831903945111492,1.7272727272727275,0.6363636363636364,0,6.895368782161235,0.293333333333333,-2.348198970840482,-1.8319039451114918,-1.7272727272727275,0.36363636363636365,0,-4.895368782161235
martira02,Ramon Martinez,Right,2.83,7,3,0,0.20021074815595363,15,15,1,101.2,32,76,91,41,3,2,0,3,15.67,5,11,8,1,0,0,6,4.9273444444444445,11.76798418972332,14.090612648221343,1.4,0.6000000000000001,0,6.348517786561264,0.07265555555555547,-0.7679841897233199,-6.090612648221343,-0.3999999999999999,-0.6000000000000001,0,-0.3485177865612643
mcelrch01,Chuck McElroy,Left,2.9,6,4,2,0.24972456849063537,78,0,0,68.1,22,68,61,24,0,0,0,3,4,1,0,7,2,0,0,0,1.2888888888888888,3.994126284875184,3.5829662261380326,0.23076923076923078,0.15384615384615385,0.07692307692307693,1.4096916299559472,-0.28888888888888875,-3.994126284875184,3.4170337738619674,1.7692307692307692,-0.15384615384615385,-0.07692307692307693,-1.4096916299559472
mcmicgr01,Greg McMichael,Right,4.1,5,4,2,0.28421052631578947,64,0,0,68,31,81,55,35,4,6,1,1,0.33,2,2,0,0,0,0,0,0.15033333333333332,0.3930882352941177,0.26691176470588235,0.078125,0.0625,0.03125,0.16985294117647057,1.8496666666666668,1.6069117647058824,-0.26691176470588235,-0.078125,-0.0625,-0.03125,-0.16985294117647057
mussimi01,Mike Mussina,Right,3.49,13,10,0,0.23411371237458195,29,29,4,206.1,80,189,175,41,4,10,0,4,20.67,11,17,21,1,1,0,3,8.015366666666669,18.95502183406114,17.550946142649202,1.793103448275862,1.3793103448275863,0,4.11193595342067,2.9846333333333313,-1.9550218340611387,3.4490538573507976,-0.7931034482758621,-0.3793103448275863,0,-1.1119359534206703
myersra01,Randy Myers,Left,4.92,4,7,28,0.25922671353251314,62,0,0,56.2,31,59,41,26,2,4,0,4,5.33,4,4,5,0,0,0,2,2.9137333333333335,5.5955516014234865,3.8884341637010675,0.25806451612903225,0.45161290322580644,1.8064516129032258,2.465836298932384,1.0862666666666665,-1.5955516014234865,1.1115658362989325,-0.25806451612903225,-0.45161290322580644,-1.8064516129032258,-0.4658362989323841
nenro01,Robb Nen,Right,1.52,7,7,40,0.18232385661310258,78,0,0,88.2,15,59,110,25,1,3,0,6,8.67,1,5,8,1,0,4,1,1.4642666666666666,5.799659863945578,10.812925170068027,0.5384615384615384,0.5384615384615384,3.0769230769230766,2.457482993197279,-0.4642666666666666,-0.7996598639455783,-2.812925170068027,0.46153846153846156,-0.5384615384615384,0.9230769230769234,-1.4574829931972788
nomohi01,Hideo Nomo,Right,4.92,6,12,0,0.21619823715283554,29,28,3,157.1,86,130,167,94,4,13,4,2,14.33,4,17,13,1,0,0,8,7.833733333333334,11.85805219605347,15.233036282622534,0.41379310344827586,0.8275862068965517,0,8.574283895607893,-3.833733333333334,5.141947803946531,-2.2330362826225336,0.5862068965517242,-0.8275862068965517,0,-0.5742838956078931
olsongr01,Gregg Olson,Right,3.01,3,4,30,0.214888718342287,64,0,0,68.2,23,56,55,25,1,2,0,3,4,5,6,5,0,0,2,3,1.3377777777777777,3.284457478005865,3.225806451612903,0.140625,0.1875,1.40625,1.466275659824047,3.6622222222222223,2.715542521994135,1.774193548387097,-0.140625,-0.1875,0.59375,1.533724340175953
oroscje01,Jesse Orosco,Left,3.18,4,1,7,0.21435228331780054,69,0,0,56.2,20,46,50,28,1,3,1,7,5,3,3,5,1,1,0,5,1.7666666666666666,4.092526690391459,4.448398576512455,0.4057971014492754,0.10144927536231885,0.7101449275362319,2.4911032028469746,1.2333333333333334,-1.092526690391459,0.5516014234875453,0.5942028985507246,0.8985507246376812,-0.7101449275362319,2.5088967971530254
osunaan01,Antonio Osuna,Right,3.06,7,1,6,0.2061005770816158,54,0,0,64.2,22,50,72,32,2,1,0,7,7,0,2,7,0,0,1,4,2.3800000000000003,5.451713395638629,7.850467289719625,0.9074074074074073,0.12962962962962962,0.7777777777777777,3.4890965732087227,-2.3800000000000003,-3.4517133956386292,-0.8504672897196253,-0.9074074074074073,-0.12962962962962962,0.22222222222222232,0.5109034267912773
paintla01,Lance Painter,Left,3.99,4,0,1,0.22913256955810146,65,0,0,47.1,21,42,39,28,4,2,0,6,6.67,5,10,5,1,1,0,2,2.9570333333333334,5.9477707006369425,5.522929936305732,0.36923076923076925,0,0.09230769230769231,3.965180467091295,2.0429666666666666,4.0522292993630575,-0.522929936305732,0.6307692307692307,1,-0.09230769230769231,-1.9651804670912951
parkch01,Chan Ho Park,Right,3.71,15,9,0,0.2315030246626338,34,34,2,220.2,91,199,191,97,11,6,2,4,25,5,17,21,2,0,0,8,10.305555555555555,22.59309718437784,21.684831970935512,1.7647058823529411,1.0588235294117647,0,11.012715712988193,-5.305555555555555,-5.593097184377839,-0.6848319709355124,0.23529411764705888,-1.0588235294117647,0,-3.012715712988193
percitr01,Troy Percival,Right,3.65,2,7,42,0.18472906403940886,67,0,0,66.2,27,45,87,37,3,3,0,3,5,2,5,4,0,1,0,1,2.0277777777777777,3.3987915407854983,6.570996978851964,0.08955223880597014,0.31343283582089554,1.8805970149253732,2.794561933534743,-0.02777777777777768,1.6012084592145017,-2.570996978851964,-0.08955223880597014,0.6865671641791045,-1.8805970149253732,-1.7945619335347431
perezyo01,Yorkis Perez,Left,3.81,0,2,0,0.20408163265306123,57,0,0,52,22,40,42,25,0,7,0,10,8,1,2,6,0,0,0,3,3.3866666666666667,6.153846153846154,6.461538461538462,0,0.3508771929824561,0,3.8461538461538463,-2.3866666666666667,-4.153846153846154,-0.4615384615384617,0,-0.3508771929824561,0,-0.8461538461538463
pettian01,Andy Pettitte,Left,4.24,16,11,0,0.25849250829234816,33,32,5,216.1,102,226,146,87,6,5,0,3,21,7,21,18,2,1,0,4,9.893333333333334,21.962054604349838,14.187875983341046,1.4545454545454546,1,0,8.454419250347062,-2.8933333333333344,-0.9620546043498379,3.812124016658954,0.5454545454545454,0,0,-4.454419250347062
piscima01,Marc Pisciotta,Right,4.09,1,2,0,0.25,43,0,0,44,20,44,31,32,2,6,0,5,6.33,4,7,4,0,0,0,2,2.876633333333333,6.33,4.4597727272727274,0.11627906976744186,0.23255813953488372,0,4.6036363636363635,1.123366666666667,0.6699999999999999,-0.45977272727272744,-0.11627906976744186,-0.23255813953488372,0,-2.6036363636363635
plunker01,Eric Plunk,Right,4.33,4,3,1,0.26226158038147135,63,0,0,72.2,35,77,74,30,5,1,0,1,0.33,0,0,0,0,0,1,0,0.15876666666666667,0.3519390581717452,0.33822714681440447,0.06349206349206349,0.047619047619047616,0.015873015873015872,0.1371191135734072,-0.15876666666666667,-0.3519390581717452,-0.33822714681440447,-0.06349206349206349,-0.047619047619047616,0.9841269841269842,-0.1371191135734072
portuma01,Mark Portugal,Right,4.44,10,5,0,0.2718106093818501,26,26,3,166.1,82,186,104,32,4,4,0,3,17,22,24,8,1,2,0,0,8.386666666666667,19.036724864539437,10.644190246839255,1.153846153846154,0.576923076923077,0,3.275135460565924,13.613333333333333,4.963275135460563,-2.644190246839255,-0.15384615384615397,1.423076923076923,0,-3.275135460565924
reynoar02,Armando Reynoso,Right,3.82,7,3,0,0.2385389489377563,11,11,0,68.1,29,64,40,32,5,2,2,3,15,11,18,7,1,1,0,9,6.366666666666666,14.096916299559473,8.81057268722467,1.9090909090909092,0.8181818181818181,0,7.048458149779736,4.633333333333334,3.9030837004405274,-1.8105726872246706,-0.9090909090909092,0.18181818181818188,0,1.9515418502202637
rhodear01,Arthur Rhodes,Left,3.51,4,4,4,0.2195945945945946,45,0,0,77,30,65,83,34,1,1,1,6,10.67,3,9,9,2,0,0,6,4.1613,9.007142857142856,11.501428571428571,0.5333333333333333,0.5333333333333333,0.5333333333333333,4.711428571428571,-1.1612999999999998,-0.007142857142856229,-2.501428571428571,1.4666666666666668,-0.5333333333333333,-0.5333333333333333,1.2885714285714291
riverma01,Mariano Rivera,Right,1.91,3,0,36,0.20752269779507132,54,0,0,61.1,13,48,36,17,1,0,0,6,5.33,3,4,0,0,1,4,1,1.1311444444444443,4.187234042553191,3.1404255319148935,0.3333333333333333,0,4,1.4829787234042553,1.8688555555555557,-0.18723404255319132,-3.1404255319148935,-0.3333333333333333,1,0,-0.4829787234042553
rockejo01,John Rocker,Left,2.13,1,3,2,0.16176470588235295,47,0,0,38,9,22,42,22,3,6,0,2,1.33,0,1,3,0,0,0,0,0.31476666666666664,0.77,1.4700000000000002,0.0425531914893617,0.1276595744680851,0.0851063829787234,0.77,-0.31476666666666664,0.22999999999999998,1.5299999999999998,-0.0425531914893617,-0.1276595744680851,-0.0851063829787234,-0.77
rogerke01,Kenny Rogers,Left,3.17,16,8,0,0.23128227194492257,34,34,7,238.2,84,215,138,67,7,5,2,3,27,9,25,17,3,0,0,5,9.51,24.370277078085646,15.642317380352646,1.4117647058823528,0.7058823529411764,0,7.594458438287154,-0.5099999999999998,0.6297229219143539,1.3576826196473544,1.5882352941176472,-0.7058823529411764,0,-2.5944584382871536
runyase01,Sean Runyan,Left,3.58,1,4,1,0.2382159148504815,88,0,0,50.1,20,47,39,28,2,5,0,6,5.33,1,3,4,0,0,0,1,2.120155555555556,5.000199600798402,4.1491017964071855,0.06818181818181818,0.2727272727272727,0.06818181818181818,2.9788423153692616,-1.1201555555555558,-2.0001996007984024,-0.14910179640718546,-0.06818181818181818,-0.2727272727272727,-0.06818181818181818,-1.9788423153692616
ryanke01,Ken Ryan,Right,4.37,0,0,0,0.2397260273972603,17,1,0,22.2,11,21,16,20,1,4,0,1,0.33,0,0,0,0,0,0,0,0.16023333333333334,0.3121621621621622,0.23783783783783788,0,0,0,0.2972972972972973,-0.16023333333333334,-0.3121621621621622,-0.23783783783783788,0,0,0,-0.2972972972972973
saundto01,Tony Saunders,Left,4.12,6,15,0,0.2489248012511404,31,31,2,192.1,88,191,172,111,7,2,1,3,16.67,8,16,19,1,2,0,2,7.631155555555556,16.574544508068715,14.925767829255598,0.5806451612903225,1.4516129032258065,0,9.632326913066112,0.3688444444444441,-0.5745445080687155,4.074232170744402,0.4193548387096775,0.5483870967741935,0,-7.632326913066112
scanlbo01,Bob Scanlan,Right,3.08,0,1,0,0.2346041055718475,27,0,0,26.1,9,24,9,13,1,5,0,4,5.67,2,4,3,0,1,0,0,1.9404,5.213793103448276,1.9551724137931032,0,0.14814814814814814,0,2.8241379310344827,0.0596000000000001,-1.2137931034482756,1.0448275862068968,0,0.8518518518518519,0,-2.8241379310344827
schilcu01,Curt Schilling,Right,3.25,15,14,0,0.22679223524889489,35,35,15,268.2,97,236,300,61,6,12,0,4,33,14,26,32,1,3,0,7,11.916666666666666,29.038031319910516,36.91275167785235,1.7142857142857142,1.6,0,7.505592841163311,2.083333333333334,-3.038031319910516,-4.912751677852349,-0.7142857142857142,1.4,0,-0.5055928411633106
seleaa01,Aaron Sele,Right,4.23,19,11,0,0.27295568752855187,33,33,3,212.2,100,239,167,84,13,4,0,4,26.67,11,20,18,1,2,0,10,12.534900000000002,30.038312912346843,20.98911404335533,2.303030303030303,1.3333333333333333,0,10.557398680490104,-1.5349000000000022,-10.038312912346843,-2.989114043355329,-1.3030303030303032,0.6666666666666667,0,-0.5573986804901043
