playerID,name,hits,AVG,SLG,OBA,G,AB,R,H,RBI,2B,3B,HR,SAC,SB,CS,SO,BB,HBP,TB,GameAB,GameH,GameTB,GameG,GameR,GameRBI,Game2B,Game3B,GameHR,GameSB,H_should_have,TB_should_have,R_should_have,RBI_should_have,2B_should_have,3B_should_have,HR_should_have,SB_should_have,H_deviation,TB_deviation,R_deviation,RBI_deviation,2B_deviation,3B_deviation,HR_deviation,SB_deviation
greensh01,Shawn Green,Left,0.2777777777777778,0.5095238095238095,0.3357664233576642,158,630,106,175,100,33,4,35,4,35,12,142,50,5,321,19,3,7,6,2,5,1,0,1,0,5.277777777777778,9.68095238095238,4.025316455696203,3.79746835443038,0.9952380952380953,0.12063492063492064,1.0555555555555556,1.3291139240506329,-2.2777777777777777,-2.6809523809523803,-2.0253164556962027,1.20253164556962,0.004761904761904745,-0.12063492063492064,-0.05555555555555558,-1.3291139240506329
greenty01,Tyler Green,Right,0.14634146341463414,0.17073170731707318,0.18604651162790697,25,41,2,6,3,1,0,0,8,0,0,21,2,0,7,2,0,0,3,0,0,0,0,0,0,0.2926829268292683,0.34146341463414637,0.24,0.36,0.04878048780487805,0,0,0,-0.2926829268292683,-0.34146341463414637,-0.24,-0.36,-0.04878048780487805,0,0,0
griffke02,Ken Griffey Jr.,Left,0.2843601895734597,0.6113744075829384,0.36731843575418993,161,633,120,180,146,33,3,56,4,20,5,121,76,7,387,54,12,20,14,6,10,5,0,1,1,15.355450236966824,33.014218009478675,10.434782608695652,12.695652173913045,2.815165876777251,0.2559241706161138,4.777251184834124,1.7391304347826086,-3.355450236966824,-13.014218009478675,-4.434782608695652,-2.695652173913045,2.184834123222749,-0.2559241706161138,-3.7772511848341237,-0.7391304347826086
grissma02,Marquis Grissom,Right,0.27121771217712176,0.38191881918819187,0.3045774647887324,142,542,57,147,60,28,1,10,4,13,8,78,24,2,207,38,11,16,11,6,5,2,0,1,0,10.306273062730627,14.512915129151292,4.415492957746479,4.647887323943662,1.96309963099631,0.07011070110701106,0.7011070110701108,1.0070422535211268,0.6937269372693731,1.487084870848708,1.584507042253521,0.352112676056338,0.03690036900368998,-0.07011070110701106,0.29889298892988925,-1.0070422535211268
guerrvl01,Vladimir Guerrero,Right,0.32423756019261635,0.5890850722311396,0.37351190476190477,159,623,108,202,109,37,7,38,5,11,9,95,42,7,367,26,6,7,9,2,3,1,0,0,0,8.430176565008026,15.316211878009629,6.113207547169811,6.169811320754716,1.5441412520064206,0.29213483146067415,1.5858747993579454,0.6226415094339622,-2.4301765650080256,-8.316211878009629,-4.113207547169811,-3.1698113207547163,-0.5441412520064206,-0.29213483146067415,-1.5858747993579454,-0.6226415094339622
hammoje01,Jeffrey Hammonds,Right,0.2801556420233463,0.4280155642023346,0.38127090301003347,89,257,50,72,39,16,2,6,7,8,3,56,39,3,110,11,1,2,4,0,1,1,0,0,0,3.0817120622568095,4.708171206225681,2.247191011235955,1.752808988764045,0.6848249027237354,0.08560311284046693,0.25680933852140075,0.3595505617977528,-2.0817120622568095,-2.708171206225681,-2.247191011235955,-0.752808988764045,0.3151750972762646,-0.08560311284046693,-0.25680933852140075,-0.3595505617977528
heltoto01,Todd Helton,Left,0.3150943396226415,0.530188679245283,0.3837011884550085,152,530,78,167,97,37,1,25,6,3,3,54,53,6,281,56,16,30,15,7,13,5,0,3,0,17.645283018867925,29.69056603773585,7.697368421052632,9.572368421052632,3.909433962264151,0.10566037735849057,2.6415094339622645,0.29605263157894735,-1.645283018867925,0.3094339622641513,-0.6973684210526319,3.427631578947368,1.090566037735849,-0.10566037735849057,0.35849056603773555,-0.29605263157894735
henderi01,Rickey Henderson,Right,0.23616236162361623,0.34686346863468637,0.3774436090225564,152,542,101,128,57,16,1,14,5,66,13,114,118,5,188,34,10,13,10,8,6,3,0,0,0,8.029520295202952,11.793357933579337,6.644736842105264,3.75,1.003690036900369,0.06273062730627306,0.8782287822878229,4.342105263157895,1.9704797047970484,1.2066420664206632,1.3552631578947363,2.25,1.996309963099631,-0.06273062730627306,-0.8782287822878229,-4.342105263157895
hershor01,Orel Hershiser,Right,0.15151515151515152,0.18181818181818182,0.2,34,66,7,10,1,2,0,0,8,1,0,16,3,1,12,5,2,3,3,1,0,1,0,0,0,0.7575757575757576,0.9090909090909092,0.6176470588235294,0.08823529411764705,0.15151515151515152,0,0,0.08823529411764705,1.2424242424242424,2.090909090909091,0.38235294117647056,-0.08823529411764705,0.8484848484848485,0,0,-0.08823529411764705
jeffegr01,Gregg Jefferies,Both,0.3009009009009009,0.41081081081081083,0.3367521367521368,144,555,72,167,58,28,3,9,7,12,3,32,29,1,228,42,15,20,11,5,9,2,0,1,3,12.637837837837838,17.254054054054055,5.5,4.430555555555555,2.118918918918919,0.22702702702702704,0.6810810810810811,0.9166666666666666,2.3621621621621625,2.7459459459459445,-0.5,4.569444444444445,-0.11891891891891904,-0.22702702702702704,0.3189189189189189,2.0833333333333335
jeterde01,Derek Jeter,Right,0.3242811501597444,0.48083067092651754,0.3851744186046512,149,626,127,203,84,25,8,19,6,30,6,119,57,5,301,62,16,27,14,9,5,5,0,2,2,20.10543130990415,29.81150159744409,11.93288590604027,7.892617449664429,2.476038338658147,0.792332268370607,1.8817891373801916,2.8187919463087248,-4.1054313099041515,-2.8115015974440887,-2.932885906040269,-2.892617449664429,2.523961661341853,-0.792332268370607,0.1182108626198084,-0.8187919463087248
jonesan01,Andruw Jones,Right,0.27147766323024053,0.5154639175257731,0.3226837060702875,159,582,89,158,90,33,8,31,5,27,4,129,40,4,300,38,9,18,13,6,4,0,0,3,0,10.31615120274914,19.58762886597938,7.276729559748428,7.3584905660377355,2.154639175257732,0.5223367697594502,2.0240549828178693,2.2075471698113205,-1.3161512027491398,-1.5876288659793794,-1.2767295597484276,-3.3584905660377355,-2.154639175257732,-0.5223367697594502,0.9759450171821307,-2.2075471698113205
jonesch06,Chipper Jones,Both,0.31281198003327787,0.5474209650582362,0.40830945558739257,160,601,123,188,107,29,5,34,9,16,6,93,96,1,329,67,15,29,16,10,6,5,0,3,0,20.958402662229616,36.67720465890183,12.3,10.7,3.232945091514143,0.5574043261231281,3.790349417637271,1.6,-5.9584026622296165,-7.677204658901829,-2.3000000000000007,-4.699999999999999,1.7670549084858571,-0.5574043261231281,-0.790349417637271,-1.6
jordake01,Kevin Jordan,Right,0.276,0.352,0.3038461538461538,112,250,23,69,27,13,0,2,1,0,0,30,8,2,88,28,7,8,10,1,3,1,0,0,0,7.728000000000001,9.856,2.0535714285714284,2.4107142857142856,1.456,0,0.224,0,-0.7280000000000006,-1.8559999999999999,-1.0535714285714284,0.5892857142857144,-0.45599999999999996,0,-0.224,0
justida01,David Justice,Left,0.2796296296296296,0.4759259259259259,0.3685064935064935,146,540,94,151,88,39,2,21,9,9,3,98,76,0,257,47,12,21,14,8,7,3,0,2,0,13.142592592592592,22.368518518518517,9.013698630136986,8.438356164383562,3.394444444444444,0.17407407407407408,1.8277777777777777,0.8630136986301369,-1.1425925925925924,-1.368518518518517,-1.013698630136986,-1.4383561643835616,-0.39444444444444393,-0.17407407407407408,0.17222222222222228,-0.8630136986301369
karroer01,Eric Karros,Right,0.2958579881656805,0.47534516765285995,0.3590664272890485,139,507,59,150,87,20,1,23,7,7,2,93,47,3,241,15,6,11,5,2,2,2,0,1,0,4.437869822485207,7.1301775147929,2.1223021582733814,3.129496402877698,0.591715976331361,0.02958579881656805,0.6804733727810651,0.2517985611510791,1.5621301775147929,3.8698224852071004,-0.12230215827338142,-1.129496402877698,1.4082840236686391,-0.02958579881656805,0.3195266272189349,-0.2517985611510791
kendaja01,Jason Kendall,Right,0.32710280373831774,0.47289719626168225,0.4165316045380875,149,535,95,175,75,36,3,12,10,26,5,51,51,31,253,41,13,16,13,6,6,1,1,0,2,13.411214953271028,19.388785046728973,8.288590604026846,6.543624161073826,2.7588785046728974,0.22990654205607475,0.919626168224299,2.2684563758389262,-0.41121495327102764,-3.388785046728973,-2.2885906040268456,-0.5436241610738257,-1.7588785046728974,0.7700934579439253,-0.919626168224299,-0.26845637583892623
kentje01,Jeff Kent,Right,0.2965779467680608,0.5551330798479087,0.3653516295025729,137,526,94,156,128,37,3,31,11,9,4,110,48,9,292,31,8,17,10,7,5,3,0,2,0,9.193916349809886,17.20912547528517,6.86131386861314,9.343065693430656,2.1806083650190113,0.17680608365019013,1.826996197718631,0.6569343065693432,-1.1939163498098857,-0.20912547528516967,0.13868613138686037,-4.343065693430656,0.8193916349809887,-0.17680608365019013,0.1730038022813689,-0.6569343065693432
kileda01,Darryl Kile,Right,0.2535211267605634,0.323943661971831,0.29333333333333333,37,71,5,18,5,5,0,0,9,0,0,22,4,0,23,3,0,0,3,0,0,0,0,0,0,0.7605633802816901,0.971830985915493,0.40540540540540543,0.40540540540540543,0.2112676056338028,0,0,0,-0.7605633802816901,-0.971830985915493,-0.40540540540540543,-0.40540540540540543,-0.2112676056338028,0,0,0
kleskry01,Ryan Klesko,Left,0.27400468384074944,0.47306791569086654,0.36213991769547327,129,427,69,117,70,29,1,18,4,5,3,66,56,3,202,8,0,0,5,0,0,0,0,0,0,2.1920374707259955,3.7845433255269323,2.6744186046511627,2.7131782945736433,0.5433255269320844,0.01873536299765808,0.3372365339578454,0.1937984496124031,-2.1920374707259955,-3.7845433255269323,-2.6744186046511627,-2.7131782945736433,-0.5433255269320844,-0.01873536299765808,-0.3372365339578454,-0.1937984496124031
knoblch01,Chuck Knoblauch,Right,0.26533996683250416,0.4046434494195688,0.36441893830703015,150,603,117,160,64,25,4,17,9,31,12,70,76,18,244,42,10,16,11,9,2,4,1,0,0,11.144278606965175,16.99502487562189,8.58,4.693333333333333,1.7412935323383083,0.27860696517412936,1.1840796019900497,2.2733333333333334,-1.144278606965175,-0.9950248756218905,0.41999999999999993,-2.6933333333333334,2.2587064676616917,0.7213930348258706,-1.1840796019900497,-2.2733333333333334
knorrra01,Randy Knorr,Right,0.20408163265306123,0.4489795918367347,0.22,15,49,4,10,11,4,1,2,1,0,0,10,1,0,22,17,6,10,5,4,3,1,0,1,0,3.4693877551020407,7.63265306122449,1.3333333333333333,3.6666666666666665,1.3877551020408163,0.3469387755102041,0.6938775510204082,0,2.5306122448979593,2.36734693877551,2.666666666666667,-0.6666666666666665,-0.3877551020408163,-0.3469387755102041,0.30612244897959184,0
langsma01,Mark Langston,Right,0.08333333333333333,0.125,0.15384615384615385,22,24,0,2,2,1,0,0,4,0,0,9,2,0,3,2,0,0,3,0,0,0,0,0,0,0.16666666666666666,0.25,0,0.2727272727272727,0.08333333333333333,0,0,0,-0.16666666666666666,-0.25,0,-0.2727272727272727,-0.08333333333333333,0,0,0
lankfra01,Ray Lankford,Left,0.2926829268292683,0.5403377110694184,0.39389067524115756,154,533,94,156,105,37,1,31,4,26,5,151,86,3,288,38,15,24,10,4,11,4,1,1,1,11.121951219512194,20.5328330206379,6.103896103896104,6.8181818181818175,2.6378986866791747,0.07129455909943715,2.2101313320825517,1.6883116883116882,3.8780487804878057,3.4671669793621014,-2.103896103896104,4.1818181818181825,1.3621013133208253,0.9287054409005628,-1.2101313320825517,-0.6883116883116882
lansimi01,Mike Lansing,Right,0.2756849315068493,0.410958904109589,0.32643312101910826,153,584,73,161,66,39,2,12,10,10,3,88,39,5,240,4,2,2,8,1,1,0,0,0,0,1.1027397260273972,1.643835616438356,3.816993464052288,3.450980392156863,0.2671232876712329,0.0136986301369863,0.0821917808219178,0.5228758169934641,0.8972602739726028,0.3561643835616439,-2.816993464052288,-2.450980392156863,-0.2671232876712329,-0.0136986301369863,-0.0821917808219178,-0.5228758169934641
larkiba01,Barry Larkin,Right,0.30855018587360594,0.5037174721189591,0.3990306946688207,145,538,93,166,72,34,10,17,7,26,3,69,79,2,271,71,17,31,15,10,6,3,1,3,1,21.907063197026023,35.7639405204461,9.620689655172413,7.448275862068965,4.486988847583643,1.3197026022304834,2.2434944237918213,2.689655172413793,-4.907063197026023,-4.7639405204460985,0.3793103448275872,-1.4482758620689653,-1.4869888475836426,-0.3197026022304834,0.7565055762081787,-1.6896551724137931
ledesaa01,Aaron Ledesma,Right,0.32441471571906355,0.3979933110367893,0.34627831715210355,95,299,30,97,29,16,3,0,6,9,7,51,9,1,119,10,5,6,6,0,1,1,0,0,0,3.2441471571906355,3.979933110367893,1.894736842105263,1.831578947368421,0.5351170568561873,0.10033444816053512,0,0.5684210526315789,1.7558528428093645,2.020066889632107,-1.894736842105263,-0.831578947368421,0.46488294314381273,-0.10033444816053512,0,-0.5684210526315789
lewisma01,Mark Lewis,Right,0.24903474903474904,0.34942084942084944,0.3163444639718805,142,518,52,129,54,21,2,9,11,3,3,111,48,3,181,33,3,4,14,1,0,1,0,0,0,8.218146718146718,11.53088803088803,5.126760563380282,5.323943661971831,1.337837837837838,0.1274131274131274,0.5733590733590733,0.29577464788732394,-5.218146718146718,-7.530888030888031,-4.126760563380282,-5.323943661971831,-0.33783783783783794,-0.1274131274131274,-0.5733590733590733,-0.29577464788732394
leyriji01,Jim Leyritz,Right,0.2757352941176471,0.46691176470588236,0.39009287925696595,114,272,34,75,42,16,0,12,5,0,0,74,42,9,127,27,7,12,9,6,6,0,1,1,0,7.444852941176471,12.606617647058824,2.6842105263157894,3.31578947368421,1.588235294117647,0,1.1911764705882353,0,-0.444852941176471,-0.6066176470588243,3.3157894736842106,2.68421052631579,-1.588235294117647,1,-0.19117647058823528,0
liebemi01,Mike Lieberthal,Right,0.25559105431309903,0.3993610223642173,0.3086053412462908,86,313,39,80,45,15,3,8,5,2,1,44,17,7,125,32,7,8,9,0,1,1,0,0,1,8.178913738019169,12.779552715654953,4.0813953488372094,4.709302325581396,1.5335463258785942,0.30670926517571884,0.8178913738019169,0.20930232558139533,-1.178913738019169,-4.779552715654953,-4.0813953488372094,-3.7093023255813957,-0.5335463258785942,-0.30670926517571884,-0.8178913738019169,0.7906976744186047
loeweca01,Carlton Loewer,Right,0.08571428571428572,0.08571428571428572,0.15789473684210525,20,35,4,3,1,0,0,0,5,0,0,10,3,0,3,1,0,0,1,0,0,0,0,0,0,0.08571428571428572,0.08571428571428572,0.2,0.05,0,0,0,0,-0.08571428571428572,-0.08571428571428572,-0.2,-0.05,0,0,0,0
loftoke01,Kenny Lofton,Left,0.2816666666666667,0.41333333333333333,0.37445573294629897,154,600,101,169,64,31,6,12,9,54,10,80,87,2,248,61,18,22,14,14,8,4,0,0,1,17.18166666666667,25.213333333333335,9.181818181818183,5.818181818181818,3.151666666666667,0.61,1.22,4.909090909090909,0.8183333333333316,-3.2133333333333347,4.818181818181817,2.1818181818181817,0.8483333333333332,-0.61,-1.22,-3.909090909090909
lopezja01,Javy Lopez,Right,0.2842535787321063,0.5398773006134969,0.3333333333333333,133,489,73,139,106,21,1,34,9,5,3,85,30,6,264,41,10,22,12,9,10,0,0,4,0,11.654396728016359,22.134969325153374,6.586466165413534,9.56390977443609,1.7607361963190185,0.08384458077709613,2.850715746421268,0.45112781954887216,-1.6543967280163585,-0.13496932515337434,2.413533834586466,0.43609022556391075,-1.7607361963190185,-0.08384458077709613,1.149284253578732,-0.45112781954887216
lukema01,Matt Luke,Left,0.23430962343096234,0.4435146443514644,0.28793774319066145,104,239,34,56,34,12,1,12,2,2,1,60,17,1,106,2,0,0,2,0,0,0,0,0,0,0.4686192468619247,0.8870292887029289,0.6538461538461539,0.6538461538461539,0.100418410041841,0.008368200836820083,0.100418410041841,0.038461538461538464,-0.4686192468619247,-0.8870292887029289,-0.6538461538461539,-0.6538461538461539,-0.100418410041841,-0.008368200836820083,-0.100418410041841,-0.038461538461538464
mabryjo01,John Mabry,Left,0.2493368700265252,0.3793103448275862,0.30637254901960786,142,377,41,94,46,22,0,9,5,0,2,76,30,1,143,19,3,8,9,1,4,2,0,1,0,4.737400530503979,7.206896551724138,2.5985915492957745,2.915492957746479,1.1087533156498675,0,0.4535809018567639,0,-1.7374005305039786,0.7931034482758621,-1.5985915492957745,1.084507042253521,0.8912466843501325,0,0.5464190981432361,0
maddugr01,Greg Maddux,Right,0.24,0.28,0.27848101265822783,31,75,4,18,4,3,0,0,6,0,1,18,4,0,21,6,0,0,2,0,0,0,0,0,0,1.44,1.6800000000000002,0.25806451612903225,0.25806451612903225,0.24,0,0,0,-1.44,-1.6800000000000002,-0.25806451612903225,-0.25806451612903225,-0.24,0,0,0
mageewe01,Wendell Magee,Right,0.29333333333333333,0.44,0.35365853658536583,20,75,9,22,11,6,1,1,0,0,0,11,7,0,33,21,6,6,5,1,1,0,0,0,0,6.16,9.24,2.25,2.75,1.68,0.28,0.28,0,-0.16000000000000014,-3.24,-1.25,-1.75,-1.68,-0.28,-0.28,0
martipe02,Pedro Martinez,Right,0,0,0,2,7,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
martira02,Ramon Martinez,Left,0.17647058823529413,0.2647058823529412,0.17647058823529413,15,34,3,6,1,1,1,0,5,0,0,16,0,0,9,5,0,0,3,0,0,0,0,0,0,0.8823529411764707,1.3235294117647058,0.6000000000000001,0.2,0.14705882352941177,0.14705882352941177,0,0,-0.8823529411764707,-1.3235294117647058,-0.6000000000000001,-0.2,-0.14705882352941177,-0.14705882352941177,0,0
mcgwima01,Mark McGwire,Right,0.29862475442043224,0.7524557956777996,0.4726735598227474,155,509,130,152,147,21,0,70,4,1,0,155,162,6,383,51,17,47,14,14,20,3,0,9,0,15.229862475442044,38.37524557956778,11.741935483870968,13.27741935483871,2.1041257367387036,0,7.013752455795679,0.09032258064516129,1.7701375245579563,8.624754420432218,2.258064516129032,6.72258064516129,0.8958742632612964,0,1.9862475442043213,-0.09032258064516129
mclemma01,Mark McLemore,Both,0.2472885032537961,0.31670281995661603,0.3713768115942029,126,461,79,114,53,15,1,5,15,12,4,64,89,2,146,22,4,5,8,5,2,1,0,0,0,5.440347071583514,6.967462039045553,5.015873015873016,3.365079365079365,0.7158351409978307,0.04772234273318872,0.2386117136659436,0.7619047619047619,-1.4403470715835143,-1.9674620390455528,-0.015873015873015817,-1.3650793650793651,0.28416485900216926,-0.04772234273318872,-0.2386117136659436,-0.7619047619047619
molitpa01,Paul Molitor,Right,0.28087649402390436,0.38247011952191234,0.34124087591240876,126,502,75,141,69,29,5,4,11,9,2,41,45,1,192,4,0,0,5,1,0,0,0,0,0,1.1235059760956174,1.5298804780876494,2.9761904761904763,2.738095238095238,0.23107569721115537,0.0398406374501992,0.03187250996015936,0.3571428571428571,-1.1235059760956174,-1.5298804780876494,-1.9761904761904763,-2.738095238095238,-0.23107569721115537,-0.0398406374501992,-0.03187250996015936,-0.3571428571428571
mondera01,Raul Mondesi,Right,0.2793103448275862,0.496551724137931,0.3181076672104405,148,580,85,162,90,26,5,30,4,16,10,112,30,3,288,53,14,21,12,8,7,2,1,1,0,14.803448275862069,26.317241379310346,6.891891891891892,7.297297297297297,2.375862068965517,0.4568965517241379,2.7413793103448274,1.2972972972972974,-0.8034482758620687,-5.317241379310346,1.108108108108108,-0.29729729729729737,-0.375862068965517,0.5431034482758621,-1.7413793103448274,-1.2972972972972974
moranmi01,Mickey Morandini,Left,0.29553264604810997,0.3848797250859107,0.3815987933634992,154,582,93,172,53,20,4,8,6,13,1,84,72,9,224,57,18,18,16,9,3,0,0,0,6,16.84536082474227,21.938144329896907,9.662337662337663,5.5064935064935066,1.9587628865979383,0.3917525773195876,0.7835051546391752,1.3506493506493507,1.1546391752577314,-3.9381443298969074,-0.6623376623376629,-2.5064935064935066,-1.9587628865979383,-0.3917525773195876,-0.7835051546391752,4.64935064935065
mussimi01,Mike Mussina,Left,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nenro01,Robb Nen,Right,0,0,0,75,3,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nixonot01,Otis Nixon,Both,0.296875,0.34375,0.3623481781376518,110,448,71,133,20,6,6,1,6,37,7,56,44,2,154,29,8,8,10,6,0,0,0,0,1,8.609375,9.96875,6.454545454545455,1.8181818181818183,0.3883928571428571,0.3883928571428571,0.06473214285714285,3.3636363636363638,-0.609375,-1.96875,-0.45454545454545503,-1.8181818181818183,-0.3883928571428571,-0.3883928571428571,-0.06473214285714285,-2.3636363636363638
nomohi01,Hideo Nomo,Right,0.18,0.24,0.19607843137254902,28,50,4,9,5,0,0,1,4,0,0,17,1,0,12,7,1,1,2,0,1,0,0,0,0,1.26,1.68,0.2857142857142857,0.35714285714285715,0,0,0.14,0,-0.26,-0.6799999999999999,-0.2857142857142857,0.6428571428571428,0,0,-0.14,0
nunnajo01,Jon Nunnally,Left,0.20689655172413793,0.3793103448275862,0.3397129186602871,74,174,29,36,20,9,0,7,4,3,4,38,34,1,66,7,0,0,6,0,1,0,0,0,0,1.4482758620689655,2.655172413793103,2.3513513513513513,1.6216216216216217,0.3620689655172414,0,0.28160919540229884,0.24324324324324326,-1.4482758620689655,-2.655172413793103,-2.3513513513513513,-0.6216216216216217,-0.3620689655172414,0,-0.28160919540229884,-0.24324324324324326
offerjo01,Jose Offerman,Both,0.31466227347611203,0.4382207578253707,0.4065620542082739,158,607,102,191,66,28,13,7,8,45,12,96,89,5,266,26,8,9,9,10,1,1,0,0,1,8.181219110378914,11.393739703459637,5.810126582278481,3.759493670886076,1.199341021416804,0.556836902800659,0.299835255354201,2.5632911392405067,-0.18121911037891358,-2.3937397034596373,4.189873417721519,-2.759493670886076,-0.1993410214168041,-0.556836902800659,-0.299835255354201,-1.5632911392405067
olsongr01,Gregg Olson,Right,0.5,2,0.5,62,2,1,1,2,0,0,1,0,0,0,1,0,0,4,1,1,1,3,0,0,0,0,0,0,0.5,2,0.04838709677419355,0.0967741935483871,0,0,0.5,0,0.5,-1,-0.04838709677419355,-0.0967741935483871,0,0,-0.5,0
palmera01,Rafael Palmeiro,Left,0.2956381260096931,0.5654281098546042,0.38156028368794326,162,619,98,183,121,36,1,43,4,11,7,91,79,7,350,28,7,14,9,6,7,1,0,2,0,8.277867528271406,15.831987075928918,5.444444444444445,6.722222222222222,1.62843295638126,0.04523424878836834,1.9450726978998385,0.611111111111111,-1.2778675282714058,-1.831987075928918,0.5555555555555554,0.2777777777777777,-0.6284329563812601,-0.04523424878836834,0.0549273021001615,-0.611111111111111
parenma01,Mark Parent,Right,0.22123893805309736,0.2831858407079646,0.2845528455284553,34,113,7,25,13,4,0,1,3,1,1,30,10,0,32,12,2,2,6,0,0,0,0,0,0,2.6548672566371683,3.398230088495575,1.2352941176470589,2.2941176470588234,0.4247787610619469,0,0.10619469026548672,0.1764705882352941,-0.6548672566371683,-1.3982300884955752,-1.2352941176470589,-2.2941176470588234,-0.4247787610619469,0,-0.10619469026548672,-0.1764705882352941
parkch01,Chan Ho Park,Right,0.19444444444444445,0.25,0.21621621621621623,33,72,2,14,3,2,1,0,6,0,0,30,2,0,18,8,0,0,4,0,0,0,0,0,0,1.5555555555555556,2,0.24242424242424243,0.36363636363636365,0.2222222222222222,0.1111111111111111,0,0,-1.5555555555555556,-2,-0.24242424242424243,-0.36363636363636365,-0.2222222222222222,-0.1111111111111111,0,0
perezed01,Eduardo Perez,Right,0.23837209302325582,0.3313953488372093,0.3282051282051282,84,172,20,41,30,4,0,4,3,0,1,45,21,2,57,5,0,0,2,0,0,0,0,0,0,1.1918604651162792,1.6569767441860463,0.47619047619047616,0.7142857142857143,0.11627906976744186,0,0.11627906976744186,0,-1.1918604651162792,-1.6569767441860463,-0.47619047619047616,-0.7142857142857143,-0.11627906976744186,0,-0.11627906976744186,0
pettian01,Andy Pettitte,Left,0,0,0,2,4,0,0,0,0,0,0,2,0,0,3,0,0,0,8,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piazzmi01,Mike Piazza,Right,0.32798573975044565,0.5704099821746881,0.392914653784219,151,561,88,184,111,38,1,32,5,1,0,80,58,2,320,66,20,34,16,9,14,2,0,4,0,21.647058823529413,37.64705882352941,9.324503311258278,11.76158940397351,4.470588235294118,0.11764705882352941,3.764705882352941,0.10596026490066225,-1.647058823529413,-3.647058823529413,-0.3245033112582778,2.2384105960264904,-2.4705882352941178,-0.11764705882352941,0.23529411764705888,-0.10596026490066225
portuma01,Mark Portugal,Right,0.26,0.36,0.3148148148148148,24,50,6,13,4,5,0,0,4,0,0,10,4,0,18,6,3,5,3,1,1,2,0,0,0,1.56,2.16,0.75,0.5,0.6000000000000001,0,0,0,1.44,2.84,0.25,0.5,1.4,0,0,0
posadjo01,Jorge Posada,Both,0.2681564245810056,0.4748603351955307,0.3530864197530864,111,358,56,96,63,23,0,17,4,0,1,92,47,0,170,19,8,25,8,6,7,2,0,5,0,5.094972067039106,9.022346368715084,4.036036036036036,4.54054054054054,1.2206703910614525,0,0.9022346368715084,0,2.905027932960894,15.977653631284916,1.9639639639639643,2.4594594594594597,0.7793296089385475,0,4.097765363128492,0
prattto02,Todd Pratt,Right,0.2753623188405797,0.5217391304347826,0.29577464788732394,41,69,9,19,18,9,1,2,0,0,0,20,2,0,36,22,8,20,6,4,7,6,0,2,0,6.057971014492754,11.478260869565217,1.3170731707317074,2.6341463414634148,2.869565217391304,0.31884057971014496,0.6376811594202899,0,1.9420289855072461,8.521739130434783,2.6829268292682924,4.365853658536585,3.130434782608696,-0.31884057971014496,1.36231884057971,0
princto01,Tom Prince,Right,0.18518518518518517,0.2716049382716049,0.26666666666666666,37,81,7,15,5,5,1,0,2,0,0,24,7,2,22,2,0,0,4,0,0,0,0,0,0,0.37037037037037035,0.5432098765432098,0.7567567567567568,0.5405405405405406,0.12345679012345678,0.024691358024691357,0,0,-0.37037037037037035,-0.5432098765432098,-0.7567567567567568,-0.5405405405405406,-0.12345679012345678,-0.024691358024691357,0,0
ramirma02,Manny Ramirez,Right,0.29422066549912435,0.5989492119089317,0.38284839203675347,150,571,108,168,145,35,2,45,10,5,3,121,76,6,342,34,10,14,12,5,5,1,0,1,0,10.003502626970228,20.36427320490368,8.64,11.6,2.084063047285464,0.1190893169877408,2.679509632224168,0.4,-0.003502626970227851,-6.364273204903679,-3.6400000000000006,-6.6,-1.084063047285464,-0.1190893169877408,-1.679509632224168,-0.4
relafde01,Desi Relaford,Both,0.24493927125506074,0.33805668016194335,0.2962264150943396,142,494,45,121,41,25,3,5,16,9,5,87,33,3,167,41,9,10,13,2,2,1,0,0,1,10.04251012145749,13.860323886639677,4.119718309859155,3.7535211267605635,2.074898785425101,0.24898785425101214,0.4149797570850203,0.823943661971831,-1.0425101214574894,-3.8603238866396765,-2.119718309859155,-1.7535211267605635,-1.074898785425101,-0.24898785425101214,-0.4149797570850203,0.176056338028169
renteed01,Edgar Renteria,Right,0.28239845261121854,0.34235976789168276,0.34797891036906853,133,517,79,146,31,18,2,3,11,41,22,78,48,4,177,46,8,10,14,6,2,2,0,0,1,12.990328820116053,15.748549323017407,8.31578947368421,3.263157894736842,1.6015473887814313,0.17794970986460348,0.26692456479690524,4.315789473684211,-4.990328820116053,-5.748549323017407,-2.3157894736842106,-1.263157894736842,0.3984526112185687,-0.17794970986460348,-0.26692456479690524,-3.3157894736842106
reynoar02,Armando Reynoso,Right,0.16666666666666666,0.23333333333333334,0.16666666666666666,11,30,2,5,0,2,0,0,1,0,0,15,0,0,7,4,1,1,3,0,1,0,0,0,0,0.6666666666666666,0.9333333333333333,0.5454545454545454,0,0.26666666666666666,0,0,0,0.33333333333333337,0.06666666666666665,-0.5454545454545454,1,-0.26666666666666666,0,0,0
