playerID,name,hits,AVG,SLG,OBA,G,AB,R,H,RBI,2B,3B,HR,SAC,SB,CS,SO,BB,HBP,TB,GameAB,GameH,GameTB,GameG,GameR,GameRBI,Game2B,Game3B,GameHR,GameSB,H_should_have,TB_should_have,R_should_have,RBI_should_have,2B_should_have,3B_should_have,HR_should_have,SB_should_have,H_deviation,TB_deviation,R_deviation,RBI_deviation,2B_deviation,3B_deviation,HR_deviation,SB_deviation
camermi01,Mike Cameron,Right,0.20959595959595959,0.33585858585858586,0.2870159453302961,141,396,53,83,43,16,5,8,4,27,11,101,37,6,133,12,3,5,7,2,2,0,1,0,0,2.515151515151515,4.03030303030303,2.631205673758865,2.1347517730496453,0.48484848484848486,0.15151515151515152,0.24242424242424243,1.3404255319148937,0.48484848484848486,0.9696969696969697,-0.6312056737588652,-0.13475177304964525,-0.48484848484848486,0.8484848484848485,-0.24242424242424243,-1.3404255319148937
caminke01,Ken Caminiti,Both,0.252212389380531,0.5088495575221239,0.3586337760910816,131,452,87,114,82,29,0,29,8,6,2,108,71,4,230,38,16,42,12,13,12,5,0,7,1,9.584070796460177,19.33628318584071,7.969465648854962,7.51145038167939,2.438053097345133,0,2.438053097345133,0.549618320610687,6.415929203539823,22.66371681415929,5.030534351145038,4.48854961832061,2.561946902654867,0,4.561946902654867,0.45038167938931295
cansejo01,Jose Canseco,Right,0.2367066895368782,0.5180102915951973,0.3195718654434251,151,583,98,138,107,26,0,46,4,29,17,159,65,6,302,59,13,26,15,10,12,2,1,3,1,13.965694682675814,30.56260720411664,9.735099337748345,10.629139072847682,2.6312178387650085,0,4.655231560891938,2.8807947019867552,-0.9656946826758137,-4.562607204116642,0.2649006622516552,1.370860927152318,-0.6312178387650085,1,-1.655231560891938,-1.8807947019867552
casanra01,Raul Casanova,Both,0.14285714285714285,0.2619047619047619,0.25,16,42,4,6,3,2,0,1,0,0,0,10,5,1,11,6,1,4,2,1,1,0,0,1,0,0.8571428571428571,1.5714285714285716,0.5,0.375,0.2857142857142857,0,0.14285714285714285,0,0.1428571428571429,2.4285714285714284,0.5,0.625,-0.2857142857142857,0,0.8571428571428572,0
castrju01,Juan Castro,Right,0.19545454545454546,0.2545454545454545,0.24680851063829787,89,220,25,43,14,7,0,2,11,0,0,37,15,0,56,6,0,0,3,0,0,0,0,0,0,1.1727272727272728,1.5272727272727271,0.8426966292134832,0.47191011235955055,0.1909090909090909,0,0.05454545454545454,0,-1.1727272727272728,-1.5272727272727271,-0.8426966292134832,-0.47191011235955055,-0.1909090909090909,0,-0.05454545454545454,0
cedenro01,Roger Cedeno,Both,0.24166666666666667,0.32083333333333336,0.31835205992509363,105,240,33,58,17,11,1,2,4,8,2,57,27,0,77,13,4,5,5,4,2,1,0,0,0,3.1416666666666666,4.170833333333333,1.5714285714285714,0.8095238095238095,0.5958333333333333,0.05416666666666667,0.10833333333333334,0.380952380952381,0.8583333333333334,0.8291666666666666,2.428571428571429,1.1904761904761905,0.4041666666666667,-0.05416666666666667,-0.10833333333333334,-0.380952380952381
cirilje01,Jeff Cirillo,Right,0.3211920529801324,0.445364238410596,0.4032023289665211,156,604,97,194,68,31,1,14,7,10,4,88,79,4,269,64,23,38,16,13,10,3,0,4,1,20.556291390728475,28.503311258278146,9.948717948717949,6.9743589743589745,3.2847682119205297,0.10596026490066225,1.4834437086092715,1.0256410256410255,2.443708609271525,9.496688741721854,3.051282051282051,3.0256410256410255,-0.2847682119205297,-0.10596026490066225,2.5165562913907285,-0.02564102564102555
clarkwi02,Will Clark,Left,0.30505415162454874,0.5072202166064982,0.38791732909379967,149,554,98,169,102,41,1,23,7,1,0,97,72,3,281,5,2,2,3,0,0,0,0,0,0,1.5252707581227436,2.536101083032491,1.9731543624161074,2.053691275167785,0.3700361010830325,0.009025270758122744,0.2075812274368231,0.020134228187919462,0.4747292418772564,-0.536101083032491,-1.9731543624161074,-2.053691275167785,-0.3700361010830325,-0.009025270758122744,-0.2075812274368231,-0.020134228187919462
clemero02,Roger Clemens,Right,0,0,0.2,2,4,0,0,0,0,0,0,1,0,0,0,1,0,0,11,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
colonba01,Bartolo Colon,Right,0.5,0.5,0.5,1,2,0,1,1,0,0,0,0,0,0,1,0,0,1,8,1,1,3,0,0,0,0,0,0,4,4,0,3,0,0,0,0,-3,-3,0,-3,0,0,0,0
coninje01,Jeff Conine,Right,0.255663430420712,0.4174757281553398,0.31750741839762614,93,309,30,79,43,26,0,8,6,3,0,68,26,2,129,11,2,5,7,1,3,0,0,1,0,2.812297734627832,4.592233009708738,2.258064516129032,3.236559139784946,0.9255663430420712,0,0.284789644012945,0.22580645161290322,-0.812297734627832,0.40776699029126195,-1.258064516129032,-0.23655913978494603,-0.9255663430420712,0,0.7152103559870551,-0.22580645161290322
daalom01,Omar Daal,Left,0.10869565217391304,0.10869565217391304,0.19607843137254902,33,46,3,5,1,0,0,0,5,0,0,17,5,0,5,7,0,0,5,0,0,0,0,0,0,0.7608695652173912,0.7608695652173912,0.4545454545454546,0.15151515151515152,0,0,0,0,-0.7608695652173912,-0.7608695652173912,-0.4545454545454546,-0.15151515151515152,0,0,0,0
darwida01,Danny Darwin,Right,0.08888888888888889,0.1111111111111111,0.1276595744680851,32,45,2,4,1,1,0,0,4,0,0,30,1,1,5,1,0,0,1,0,0,0,0,0,0,0.08888888888888889,0.1111111111111111,0.0625,0.03125,0.022222222222222223,0,0,0,-0.08888888888888889,-0.1111111111111111,-0.0625,-0.03125,-0.022222222222222223,0,0,0
davisch01,Chili Davis,Both,0.2912621359223301,0.44660194174757284,0.37606837606837606,35,103,11,30,9,7,0,3,1,0,1,18,14,0,46,4,3,6,2,1,3,0,0,1,0,1.1650485436893203,1.7864077669902914,0.6285714285714286,0.5142857142857142,0.27184466019417475,0,0.11650485436893204,0,1.8349514563106797,4.213592233009709,0.37142857142857144,2.4857142857142858,-0.27184466019417475,0,0.883495145631068,0
duceyro01,Rob Ducey,Left,0.23963133640552994,0.41013824884792627,0.3373493975903614,97,217,30,52,23,18,2,5,1,4,3,61,23,9,89,2,1,2,5,0,1,1,0,0,0,0.4792626728110599,0.8202764976958525,1.5463917525773196,1.1855670103092784,0.16589861751152074,0.018433179723502304,0.04608294930875576,0.20618556701030927,0.5207373271889402,1.1797235023041475,-1.5463917525773196,-0.18556701030927836,0.8341013824884793,-0.018433179723502304,-0.04608294930875576,-0.20618556701030927
durhara01,Ray Durham,Both,0.28503937007874014,0.45511811023622045,0.3641456582633053,158,635,126,181,67,35,8,19,9,36,9,105,73,6,289,25,4,8,10,6,2,1,0,1,2,7.125984251968504,11.377952755905511,7.974683544303797,4.2405063291139236,1.3779527559055118,0.31496062992125984,0.7480314960629921,2.2784810126582276,-3.1259842519685037,-3.377952755905511,-1.9746835443037973,-2.2405063291139236,-0.3779527559055118,-0.31496062992125984,0.25196850393700787,-0.27848101265822756
edmonji01,Jim Edmonds,Left,0.3071786310517529,0.5058430717863105,0.3683409436834094,154,599,115,184,91,42,1,25,2,7,5,114,57,1,303,61,21,45,16,13,17,6,0,6,0,18.737896494156928,30.85642737896494,11.948051948051948,9.454545454545455,4.277128547579299,0.10183639398998331,2.5459098497495827,0.7272727272727273,2.262103505843072,14.143572621035059,1.0519480519480524,7.545454545454545,1.7228714524207014,-0.10183639398998331,3.4540901502504173,-0.7272727272727273
encarju01,Juan Encarnacion,Right,0.32926829268292684,0.5609756097560976,0.36046511627906974,40,164,30,54,21,9,4,7,3,7,4,31,7,1,92,14,4,7,4,3,0,1,1,0,0,4.609756097560976,7.853658536585367,3,2.1,0.7682926829268293,0.34146341463414637,0.5975609756097562,0.7,-0.6097560975609762,-0.8536585365853666,0,-2.1,0.23170731707317072,0.6585365853658536,-0.5975609756097562,-0.7
ericksc01,Scott Erickson,Right,0,0,0.6,2,2,2,0,0,0,0,0,1,0,0,2,3,0,0,12,1,1,4,0,1,0,0,0,0,0,0,4,0,0,0,0,0,1,1,-4,1,0,0,0,0
erstada01,Darin Erstad,Left,0.29608938547486036,0.4860335195530726,0.35494880546075086,133,537,84,159,82,39,3,19,4,20,6,77,43,6,261,47,12,31,12,9,8,4,0,5,1,13.916201117318437,22.843575418994412,7.578947368421052,7.398496240601503,3.4134078212290504,0.26256983240223464,1.6629422718808193,1.8045112781954886,-1.9162011173184368,8.156424581005588,1.4210526315789478,0.6015037593984971,0.5865921787709496,-0.26256983240223464,3.3370577281191807,-0.8045112781954886
estalbo02,Bobby Estalella,Right,0.18787878787878787,0.38181818181818183,0.25139664804469275,47,165,16,31,20,6,1,8,3,0,0,49,13,1,63,24,5,11,8,4,4,0,0,2,0,4.509090909090909,9.163636363636364,2.723404255319149,3.404255319148936,0.8727272727272727,0.14545454545454545,1.1636363636363636,0,0.4909090909090912,1.836363636363636,1.2765957446808511,0.5957446808510638,-0.8727272727272727,-0.14545454545454545,0.8363636363636364,0
fieldce01,Cecil Fielder,Right,0.23317307692307693,0.4014423076923077,0.32558139534883723,117,416,49,97,68,17,1,17,3,0,1,111,53,4,167,10,3,4,4,1,1,1,0,0,0,2.331730769230769,4.014423076923077,1.6752136752136753,2.324786324786325,0.40865384615384615,0.02403846153846154,0.40865384615384615,0,0.6682692307692308,-0.01442307692307665,-0.6752136752136753,-1.324786324786325,0.5913461538461539,-0.02403846153846154,-0.40865384615384615,0
frymatr01,Travis Fryman,Right,0.2872531418312388,0.5044883303411131,0.34271523178807944,146,557,74,160,96,33,2,28,4,10,8,125,44,3,281,54,12,31,14,9,11,4,0,5,0,15.511669658886895,27.242369838420107,7.095890410958905,9.205479452054794,3.1992818671454217,0.1938958707360862,2.7145421903052065,0.958904109589041,-3.5116696588868948,3.7576301615798933,1.904109589041095,1.794520547945206,0.8007181328545783,-0.1938958707360862,2.2854578096947935,-0.958904109589041
gaettga01,Gary Gaetti,Right,0.28110599078341014,0.49539170506912444,0.3593429158110883,128,434,60,122,70,34,1,19,5,1,1,62,43,10,215,16,2,3,7,0,2,1,0,0,0,4.497695852534562,7.926267281105991,3.28125,3.828125,1.2534562211981566,0.03686635944700461,0.7004608294930875,0.0546875,-2.4976958525345623,-4.926267281105991,-3.28125,-1.828125,-0.2534562211981566,-0.03686635944700461,-0.7004608294930875,-0.0546875
galaran01,Andres Galarraga,Right,0.3045045045045045,0.5945945945945946,0.39968895800933124,153,555,103,169,121,27,1,44,5,7,6,146,63,25,330,65,25,42,16,12,10,2,0,5,0,19.792792792792792,38.64864864864865,10.77124183006536,12.65359477124183,3.1621621621621623,0.11711711711711711,5.153153153153153,0.7320261437908496,5.207207207207208,3.3513513513513473,1.2287581699346397,-2.6535947712418295,-1.1621621621621623,-0.11711711711711711,-0.15315315315315292,-0.7320261437908496
gantro01,Ron Gant,Right,0.2402088772845953,0.4934725848563969,0.33256880733944955,121,383,60,92,67,17,1,26,2,8,0,92,51,2,189,30,7,15,8,3,3,2,0,2,0,7.2062663185378595,14.804177545691907,3.9669421487603307,4.429752066115703,1.3315926892950392,0.0783289817232376,2.0365535248041775,0.5289256198347108,-0.20626631853785948,0.19582245430809309,-0.9669421487603307,-1.4297520661157028,0.6684073107049608,-0.0783289817232376,-0.036553524804177506,-0.5289256198347108
garcino01,Nomar Garciaparra,Right,0.3228476821192053,0.5844370860927153,0.36589147286821705,143,604,111,195,122,37,8,35,7,12,6,62,33,8,353,46,15,19,11,5,4,4,0,0,0,14.850993377483443,26.884105960264904,8.538461538461538,9.384615384615385,2.8178807947019866,0.609271523178808,2.6655629139072845,0.9230769230769231,0.14900662251655739,-7.884105960264904,-3.5384615384615383,-5.384615384615385,1.1821192052980134,-0.609271523178808,-2.6655629139072845,-0.9230769230769231
giambja01,Jason Giambi,Left,0.29537366548042704,0.4893238434163701,0.3888888888888889,153,562,92,166,110,28,0,27,9,2,2,102,81,5,275,8,3,3,4,0,0,0,0,0,0,2.3629893238434163,3.9145907473309607,2.4052287581699345,2.8758169934640523,0.398576512455516,0,0.38434163701067614,0.05228758169934641,0.6370106761565837,-0.9145907473309607,-2.4052287581699345,-2.8758169934640523,-0.398576512455516,0,-0.38434163701067614,-0.05228758169934641
gilkebe01,Bernard Gilkey,Right,0.2328767123287671,0.3150684931506849,0.3220338983050847,111,365,41,85,33,15,0,5,6,9,3,80,43,5,115,3,0,0,7,1,0,0,0,0,0,0.6986301369863013,0.9452054794520548,2.5855855855855854,2.081081081081081,0.1232876712328767,0,0.0410958904109589,0.5675675675675675,-0.6986301369863013,-0.9452054794520548,-1.5855855855855854,-2.081081081081081,-0.1232876712328767,0,-0.0410958904109589,-0.5675675675675675
girarjo01,Joe Girardi,Right,0.27559055118110237,0.3858267716535433,0.31851851851851853,78,254,31,70,31,11,4,3,9,2,4,38,14,2,98,19,6,7,5,2,1,1,0,0,0,5.236220472440945,7.330708661417322,1.987179487179487,1.987179487179487,0.8228346456692913,0.2992125984251969,0.22440944881889763,0.1282051282051282,0.7637795275590546,-0.33070866141732225,0.012820512820512997,-0.987179487179487,0.17716535433070868,-0.2992125984251969,-0.22440944881889763,-0.1282051282051282
glanvdo01,Doug Glanville,Right,0.27876106194690264,0.37610619469026546,0.32644628099173556,158,678,106,189,49,28,7,8,9,23,6,89,42,6,255,69,17,23,17,11,2,1,1,1,2,19.234513274336283,25.951327433628318,11.405063291139241,5.272151898734177,2.849557522123894,0.7123893805309734,0.8141592920353982,2.4746835443037973,-2.234513274336283,-2.951327433628318,-0.4050632911392409,-3.272151898734177,-1.8495575221238938,0.28761061946902655,0.18584070796460184,-0.47468354430379733
glavito02,Tom Glavine,Left,0.23943661971830985,0.28169014084507044,0.25,32,71,3,17,7,3,0,0,14,0,0,15,1,0,20,11,2,4,4,2,0,2,0,0,0,2.6338028169014085,3.098591549295775,0.375,0.875,0.4647887323943662,0,0,0,-0.6338028169014085,0.901408450704225,1.625,-0.875,1.5352112676056338,0,0,0
gonzaju03,Juan Gonzalez,Right,0.3184818481848185,0.6303630363036303,0.3723404255319149,154,606,110,193,157,50,2,45,11,2,1,126,46,6,382,54,15,38,13,10,14,3,1,6,0,17.198019801980198,34.039603960396036,9.285714285714286,13.253246753246753,4.455445544554456,0.1782178217821782,4.00990099009901,0.16883116883116883,-2.198019801980198,3.960396039603964,0.7142857142857135,0.7467532467532472,-1.4554455445544559,0.8217821782178218,1.99009900990099,-0.16883116883116883
gracemi02,Mike Grace,Right,0.08695652173913043,0.08695652173913043,0.16,21,23,1,2,1,0,0,0,3,0,0,11,2,0,2,1,0,0,2,0,0,0,0,0,0,0.08695652173913043,0.08695652173913043,0.09523809523809523,0.09523809523809523,0,0,0,0,-0.08695652173913043,-0.08695652173913043,-0.09523809523809523,-0.09523809523809523,0,0,0,0
